Fight ID,Date,Red fighter,Blue fighter,Focal ID,Winner,Focal colour,Focal Outcome,Sex,Foc_Sig Str %,Z_Foc Sig Str %,Foc_Att strikes per sec,Z_Foc_Att strikes per sec,Method,Method_B
516,29/06/2019,Emily Whitmire,Amanda Ribas,Emily Whitmire,Blue,Red,Loser,F,28,-1.11262449,0.19,-0.144085339,Submission,Defeat
517,01/06/2019,Alexander Gustafsson,Anthony Smith,Anthony Smith,Blue,Blue,Winner,M,47,0.155536012,0.32,0.737756548,Submission,Defeat
518,01/06/2019,Makwan Amirkhani,Chris Fishgold,Makwan Amirkhani,Red,Red,Winner,M,33,-0.778898042,0.11,-0.68675727,Submission,Defeat
519,01/06/2019,Bea Malecki,Duda Santana,Duda Santana,Red,Blue,Loser,F,26,-1.246115069,0.46,1.687432426,Submission,Defeat
520,18/05/2019,Rafael Dos Anjos,Kevin Lee,Rafael Dos Anjos,Red,Red,Winner,M,54,0.62275304,0.31,0.669922557,Submission,Defeat
521,18/05/2019,Megan Anderson,Felicia Spencer,Felicia Spencer,Blue,Blue,Winner,F,70,1.690677674,0.17,-0.279753322,Submission,Defeat
522,18/05/2019,Michael Trizano,Grant Dawson,Michael Trizano,Blue,Red,Loser,M,48,0.222281302,0.22,0.059416635,Submission,Defeat
523,18/05/2019,Zak Cummings,Trevin Giles,Trevin Giles,Red,Blue,Loser,M,48,0.222281302,0.19,-0.144085339,Submission,Defeat
524,11/05/2019,Irene Aldana,Bethe Correia,Irene Aldana,Red,Red,Winner,F,33,-0.778898042,0.77,3.790286158,Submission,Defeat
525,04/05/2019,Kyle Nelson,Matt Sayles,Matt Sayles,Blue,Blue,Winner,M,51,0.422517171,0.57,2.433606331,Submission,Defeat
526,27/04/2019,Glover Teixeira,Ion Cutelaba,Glover Teixeira,Red,Red,Winner,M,52,0.489262461,0.23,0.127250626,Submission,Defeat
527,27/04/2019,Gilbert Burns,Mike Davis,Mike Davis,Red,Blue,Loser,M,29,-1.045879201,0.16,-0.347587313,Submission,Defeat
528,27/04/2019,Jim Miller,Jason Gonzalez,Jim Miller,Red,Red,Winner,M,54,0.62275304,0.11,-0.68675727,Submission,Defeat
529,20/04/2019,Alexander Yakovlev,Alex Da Silva,Alex Da Silva,Red,Blue,Loser,M,42,-0.178190436,0.09,-0.822425252,Submission,Defeat
530,13/04/2019,Ovince Saint Preux,Nikita Krylov,Ovince Saint Preux,Blue,Red,Loser,M,50,0.355771881,0.08,-0.890259244,Submission,Defeat
531,13/04/2019,Brandon Davis,Randy Costa,Randy Costa,Red,Blue,Loser,M,45,0.022045433,0.79,3.92595414,Submission,Defeat
532,30/03/2019,David Branch,Jack Hermansson,David Branch,Blue,Red,Loser,M,16,-1.913567966,0.12,-0.618923278,Submission,Defeat
533,30/03/2019,Kennedy Nzechukwu,Paul Craig,Paul Craig,Blue,Blue,Winner,M,32,-0.845643332,0.22,0.059416635,Submission,Defeat
534,23/03/2019,Randa Markos,Angela Hill,Randa Markos,Red,Red,Winner,F,50,0.355771881,0.13,-0.551089287,Submission,Defeat
535,16/03/2019,Nathaniel Wood,Jose Quinonez,Jose Quinonez,Red,Blue,Loser,M,56,0.756243619,0.27,0.398586591,Submission,Defeat
536,16/03/2019,Danny Roberts,Claudio Silva,Danny Roberts,Blue,Red,Loser,M,57,0.822988909,0.19,-0.144085339,Submission,Defeat
537,16/03/2019,Danny Henry,Dan Ige,Dan Ige,Blue,Blue,Winner,M,58,0.889734198,0.22,0.059416635,Submission,Defeat
538,09/03/2019,Elizeu Zaleski dos Santos,Curtis Millender,Elizeu Zaleski dos Santos,Red,Red,Winner,M,66,1.423696515,0.08,-0.890259244,Submission,Defeat
539,09/03/2019,Beneil Dariush,Drew Dober,Drew Dober,Red,Blue,Loser,M,53,0.55600775,0.19,-0.144085339,Submission,Defeat
540,09/03/2019,Louis Smolka,Matt Schnell,Louis Smolka,Blue,Red,Loser,M,54,0.62275304,0.13,-0.551089287,Submission,Defeat
541,02/03/2019,Robbie Lawler,Ben Askren,Ben Askren,Blue,Blue,Winner,M,0,-2.981492599,0.02,-1.297263192,Submission,Defeat
542,23/02/2019,Stefan Struve,Marcos Rogerio de Lima,Stefan Struve,Red,Red,Winner,M,0,-2.981492599,0.03,-1.2294292,Submission,Defeat
543,23/02/2019,Daniel Teymur,Chris Fishgold,Chris Fishgold,Blue,Blue,Winner,M,43,-0.111445146,0.3,0.602088565,Submission,Defeat
544,23/02/2019,Veronica Macedo,Gillian Robertson,Veronica Macedo,Blue,Red,Loser,F,56,0.756243619,0.21,-0.008417357,Submission,Defeat
545,02/11/2019,Jorge Masvidal,Nate Diaz,Nate Diaz,Red,Blue,Loser,M,41,-0.244935725,0.22,0.059416635,TKO (Doctor's stoppage),Defeat
546,21/09/2019,Ariane Carnelossi,Angela Hill,Ariane Carnelossi,Blue,Red,Loser,F,38,-0.445171594,0.83,4.197290105,TKO (Doctor's stoppage),Defeat
547,10/08/2019,Rogerio Bontorin,Raulian Paiva,Raulian Paiva,Red,Blue,Loser,M,20,-1.646586807,0.11,-0.68675727,TKO (Doctor's stoppage),Defeat
548,03/08/2019,Scott Holtzman,Dong Hyun Ma,Scott Holtzman,Red,Red,Winner,M,47,0.155536012,0.18,-0.211919331,TKO (Doctor's stoppage),Defeat
549,08/06/2019,Tony Ferguson,Donald Cerrone,Donald Cerrone,Red,Blue,Loser,M,36,-0.578662173,0.31,0.669922557,TKO (Doctor's stoppage),Defeat
